# time  ID  size  fromHost  toHost  TTL  isResponse
7100.0000 A493 20 Avenue_17 Avenue_14 300 N 
7114.0000 A494 20 Avenue_19 Avenue_18 300 N 
7125.0000 A495 20 Avenue_16 Avenue_15 300 N 
7144.0000 A496 20 Street_10 Street_2 300 N 
7160.0000 A497 20 Street_5 DENVpatients_0 300 N 
7174.0000 A498 20 Avenue_17 Avenue_20 300 N 
7188.0000 A499 20 Street_2 DENVpatients_0 300 N 
7206.0000 A500 20 Avenue_17 Avenue_20 300 N 
7216.0000 A501 20 Street_4 Street_7 300 N 
7226.0000 A502 20 Avenue_14 Avenue_12 300 N 
7242.0000 A503 20 Avenue_19 Hospital_21 300 N 
7254.0000 A504 20 Street_3 Street_9 300 N 
7268.0000 A505 20 DENVpatients_0 Street_4 300 N 
7282.0000 A506 20 Street_10 Avenue_20 300 N 
7298.0000 A507 20 Avenue_12 Street_3 300 N 
7315.0000 A508 20 Avenue_17 Street_6 300 N 
7328.0000 A509 20 Street_4 Avenue_17 300 N 
7345.0000 A510 20 Hospital_21 Street_7 300 N 
7357.0000 A511 20 Street_6 Street_4 300 N 
7374.0000 A512 20 Street_7 Avenue_20 300 N 
7393.0000 A513 20 Avenue_16 Street_8 300 N 
7409.0000 A514 20 Hospital_21 Street_10 300 N 
7426.0000 A515 20 Street_2 Street_9 300 N 
7445.0000 A516 20 Avenue_13 Avenue_19 300 N 
7460.0000 A517 20 Avenue_19 Street_6 300 N 
7474.0000 A518 20 Street_3 Street_6 300 N 
7486.0000 A519 20 Street_10 Avenue_14 300 N 
7496.0000 A520 20 DENVpatients_0 Hospital_21 300 N 
7512.0000 A521 20 Street_3 Street_5 300 N 
7525.0000 A522 20 Street_2 Avenue_16 300 N 
7544.0000 A523 20 Avenue_14 Avenue_11 300 N 
7563.0000 A524 20 DENVpatients_0 Avenue_16 300 N 
7576.0000 A525 20 Street_10 Avenue_15 300 N 
7587.0000 A526 20 Avenue_12 Street_7 300 N 
7597.0000 A527 20 Street_3 Avenue_13 300 N 
7612.0000 A528 20 Street_5 Avenue_18 300 N 
7626.0000 A529 20 Street_4 Avenue_18 300 N 
7642.0000 A530 20 DENVpatients_0 Avenue_14 300 N 
7659.0000 A531 20 Avenue_12 Street_1 300 N 
7670.0000 A532 20 Street_8 Street_4 300 N 
7687.0000 A533 20 Avenue_16 Street_6 300 N 
7704.0000 A534 20 Avenue_12 Street_5 300 N 
7719.0000 A535 20 Avenue_12 Avenue_16 300 N 
7735.0000 A536 20 Avenue_12 Street_7 300 N 
7751.0000 A537 20 Avenue_12 Street_5 300 N 
7768.0000 A538 20 Street_4 Street_9 300 N 
7787.0000 A539 20 Avenue_12 Avenue_17 300 N 
7799.0000 A540 20 Avenue_14 Street_8 300 N 
7809.0000 A541 20 Avenue_13 Street_5 300 N 
7819.0000 A542 20 Street_8 Street_10 300 N 
7831.0000 A543 20 Avenue_20 Avenue_12 300 N 
7849.0000 A544 20 Avenue_15 Avenue_13 300 N 
7863.0000 A545 20 Hospital_21 Street_3 300 N 
7879.0000 A546 20 Avenue_11 Street_4 300 N 
7897.0000 A547 20 Street_6 Street_5 300 N 
7914.0000 A548 20 Avenue_20 Avenue_11 300 N 
7932.0000 A549 20 Street_6 Avenue_17 300 N 
7945.0000 A550 20 Street_8 Street_1 300 N 
7961.0000 A551 20 Street_10 Street_7 300 N 
7972.0000 A552 20 Avenue_18 Street_6 300 N 
7988.0000 A553 20 Street_5 Avenue_16 300 N 
8003.0000 A554 20 Avenue_15 Avenue_20 300 N 
8021.0000 A555 20 Avenue_13 Street_1 300 N 
8040.0000 A556 20 Avenue_15 Street_9 300 N 
8052.0000 A557 20 Avenue_18 Avenue_13 300 N 
8063.0000 A558 20 Street_2 Avenue_15 300 N 
8076.0000 A559 20 Avenue_14 Street_10 300 N 
8093.0000 A560 20 Street_9 Street_4 300 N 
8112.0000 A561 20 Street_7 Street_2 300 N 
8131.0000 A562 20 Street_1 Street_10 300 N 
8149.0000 A563 20 Avenue_18 Street_1 300 N 
8167.0000 A564 20 Street_8 Street_6 300 N 
8184.0000 A565 20 Street_8 Street_4 300 N 
8201.0000 A566 20 Street_6 Street_5 300 N 
8216.0000 A567 20 Avenue_17 Avenue_15 300 N 
8229.0000 A568 20 Avenue_12 Street_7 300 N 
8247.0000 A569 20 Avenue_14 Street_4 300 N 
8261.0000 A570 20 Avenue_13 Street_4 300 N 
8275.0000 A571 20 Avenue_18 Street_1 300 N 
8291.0000 A572 20 DENVpatients_0 Avenue_14 300 N 
8301.0000 A573 20 Avenue_12 Avenue_20 300 N 
8316.0000 A574 20 Street_8 Avenue_13 300 N 
8330.0000 A575 20 Avenue_14 Street_1 300 N 
8342.0000 A576 20 Street_2 Street_3 300 N 
8361.0000 A577 20 Street_10 Street_4 300 N 
8376.0000 A578 20 Street_8 DENVpatients_0 300 N 
8386.0000 A579 20 Avenue_13 Avenue_17 300 N 
8404.0000 A580 20 Avenue_13 Street_2 300 N 
8414.0000 A581 20 Avenue_11 Avenue_14 300 N 
8428.0000 A582 20 Avenue_14 Avenue_11 300 N 
8446.0000 A583 20 Avenue_20 Street_1 300 N 
8465.0000 A584 20 Street_8 Avenue_19 300 N 
8482.0000 A585 20 Street_8 Avenue_16 300 N 
8499.0000 A586 20 Street_3 Street_4 300 N 
8513.0000 A587 20 Avenue_20 Street_1 300 N 
8532.0000 A588 20 Avenue_12 Street_4 300 N 
8545.0000 A589 20 Street_8 Street_4 300 N 
8560.0000 A590 20 Avenue_12 DENVpatients_0 300 N 
8579.0000 A591 20 DENVpatients_0 Hospital_21 300 N 
8592.0000 A592 20 Avenue_11 Street_5 300 N 
8607.0000 A593 20 Street_7 Avenue_19 300 N 
8626.0000 A594 20 Street_10 DENVpatients_0 300 N 
8643.0000 A595 20 Avenue_19 Avenue_20 300 N 
8660.0000 A596 20 Avenue_12 Avenue_13 300 N 
8675.0000 A597 20 Street_2 Street_1 300 N 
8689.0000 A598 20 Street_4 Avenue_16 300 N 
8706.0000 A599 20 Avenue_17 Avenue_13 300 N 
8725.0000 A600 20 Hospital_21 Avenue_14 300 N 
8740.0000 A601 20 Avenue_18 DENVpatients_0 300 N 
8758.0000 A602 20 Avenue_12 Street_2 300 N 
8772.0000 A603 20 Street_1 Avenue_17 300 N 
8785.0000 A604 20 Avenue_13 Avenue_19 300 N 
8804.0000 A605 20 Avenue_17 Avenue_13 300 N 
8823.0000 A606 20 Street_8 Street_5 300 N 
8835.0000 A607 20 Avenue_20 Street_4 300 N 
8854.0000 A608 20 Street_6 Street_9 300 N 
8872.0000 A609 20 Avenue_18 Avenue_20 300 N 
8885.0000 A610 20 Street_7 Street_1 300 N 
8896.0000 A611 20 Avenue_18 Street_2 300 N 
8914.0000 A612 20 Avenue_18 Street_3 300 N 
8924.0000 A613 20 Avenue_12 Avenue_20 300 N 
8937.0000 A614 20 Avenue_14 Avenue_18 300 N 
8949.0000 A615 20 Street_10 Avenue_16 300 N 
8959.0000 A616 20 Hospital_21 Street_4 300 N 
8977.0000 A617 20 Street_9 Street_7 300 N 
8991.0000 A618 20 Street_7 Avenue_14 300 N 
9003.0000 A619 20 Street_5 Avenue_16 300 N 
9021.0000 A620 20 Avenue_18 Avenue_15 300 N 
9035.0000 A621 20 Street_8 Street_10 300 N 
9050.0000 A622 20 Street_7 Street_6 300 N 
9067.0000 A623 20 Avenue_12 Avenue_15 300 N 
9077.0000 A624 20 Street_7 Street_5 300 N 
9087.0000 A625 20 Street_3 Street_10 300 N 
9105.0000 A626 20 Hospital_21 Street_1 300 N 
9115.0000 A627 20 Avenue_11 Avenue_19 300 N 
9130.0000 A628 20 Hospital_21 DENVpatients_0 300 N 
9140.0000 A629 20 Avenue_20 DENVpatients_0 300 N 
9153.0000 A630 20 Avenue_11 Street_3 300 N 
9164.0000 A631 20 Avenue_13 Avenue_19 300 N 
9180.0000 A632 20 Street_3 Street_4 300 N 
9194.0000 A633 20 Avenue_14 DENVpatients_0 300 N 
9207.0000 A634 20 Street_8 Avenue_13 300 N 
9223.0000 A635 20 Street_10 Avenue_13 300 N 
9233.0000 A636 20 Street_3 Avenue_18 300 N 
9252.0000 A637 20 Avenue_19 Street_4 300 N 
9264.0000 A638 20 Avenue_14 Street_6 300 N 
9277.0000 A639 20 Street_3 Avenue_12 300 N 
9294.0000 A640 20 Avenue_20 Hospital_21 300 N 
9306.0000 A641 20 Avenue_16 Street_5 300 N 
9324.0000 A642 20 Avenue_18 Street_3 300 N 
9343.0000 A643 20 Avenue_13 Avenue_17 300 N 
9361.0000 A644 20 Avenue_13 Avenue_15 300 N 
9373.0000 A645 20 Avenue_15 Street_6 300 N 
9391.0000 A646 20 Street_10 DENVpatients_0 300 N 
9401.0000 A647 20 Avenue_19 Street_9 300 N 
9418.0000 A648 20 Street_8 Street_7 300 N 
9435.0000 A649 20 Street_8 Avenue_20 300 N 
9451.0000 A650 20 Avenue_12 Hospital_21 300 N 
9467.0000 A651 20 Street_10 Avenue_17 300 N 
9482.0000 A652 20 Street_3 Street_7 300 N 
9496.0000 A653 20 DENVpatients_0 Avenue_16 300 N 
9514.0000 A654 20 Avenue_19 Street_5 300 N 
9525.0000 A655 20 Avenue_15 Avenue_11 300 N 
9538.0000 A656 20 Street_5 Avenue_20 300 N 
9556.0000 A657 20 Avenue_18 Street_7 300 N 
9568.0000 A658 20 Street_2 Avenue_19 300 N 
9578.0000 A659 20 DENVpatients_0 Street_9 300 N 
9594.0000 A660 20 Street_6 Street_5 300 N 
9604.0000 A661 20 Hospital_21 Street_8 300 N 
9614.0000 A662 20 Avenue_13 Street_7 300 N 
9626.0000 A663 20 Street_4 Street_9 300 N 
9640.0000 A664 20 Avenue_18 Street_6 300 N 
9657.0000 A665 20 Street_3 Street_8 300 N 
9671.0000 A666 20 Avenue_19 Avenue_14 300 N 
9684.0000 A667 20 Street_5 Street_6 300 N 
9696.0000 A668 20 Street_9 Avenue_16 300 N 
9711.0000 A669 20 Avenue_16 Street_1 300 N 
9729.0000 A670 20 Avenue_18 Street_2 300 N 
9748.0000 A671 20 Street_4 Avenue_12 300 N 
9767.0000 A672 20 Street_1 DENVpatients_0 300 N 
9778.0000 A673 20 Avenue_18 Avenue_17 300 N 
9793.0000 A674 20 Avenue_13 Avenue_17 300 N 
9808.0000 A675 20 Avenue_17 Street_8 300 N 
9826.0000 A676 20 Street_2 Avenue_12 300 N 
9845.0000 A677 20 Avenue_14 Street_7 300 N 
9862.0000 A678 20 Avenue_18 Avenue_12 300 N 
9877.0000 A679 20 Hospital_21 Avenue_16 300 N 
9887.0000 A680 20 Avenue_14 Street_3 300 N 
9904.0000 A681 20 Street_7 Avenue_19 300 N 
9921.0000 A682 20 Avenue_17 Avenue_20 300 N 
9933.0000 A683 20 Street_5 Hospital_21 300 N 
9948.0000 A684 20 Street_2 Street_10 300 N 
9963.0000 A685 20 Street_2 Avenue_18 300 N 
9973.0000 A686 20 Street_6 Avenue_19 300 N 
9984.0000 A687 20 Street_4 Avenue_19 300 N 
10002.0000 A688 20 Street_6 Street_10 300 N 
10017.0000 A689 20 DENVpatients_0 Avenue_12 300 N 
10036.0000 A690 20 Street_4 Street_2 300 N 
10050.0000 A691 20 Avenue_20 Avenue_16 300 N 
10066.0000 A692 20 DENVpatients_0 Street_5 300 N 
10079.0000 A693 20 Street_4 Avenue_18 300 N 
10092.0000 A694 20 Street_3 Avenue_18 300 N 
10105.0000 A695 20 Avenue_17 Avenue_11 300 N 
10118.0000 A696 20 Street_4 Street_8 300 N 
10128.0000 A697 20 Street_6 Avenue_14 300 N 
10147.0000 A698 20 Avenue_19 Street_4 300 N 
10166.0000 A699 20 Street_2 Avenue_12 300 N 
10180.0000 A700 20 Street_2 Street_4 300 N 
10194.0000 A701 20 Avenue_19 Avenue_13 300 N 
10206.0000 A702 20 Hospital_21 Street_8 300 N 
10223.0000 A703 20 Avenue_19 Street_3 300 N 
10236.0000 A704 20 Street_7 Avenue_11 300 N 
10251.0000 A705 20 Avenue_18 Street_2 300 N 
10264.0000 A706 20 Avenue_12 Street_10 300 N 
10277.0000 A707 20 Street_2 Street_3 300 N 
10291.0000 A708 20 Avenue_11 Avenue_12 300 N 
10307.0000 A709 20 Street_10 Street_9 300 N 
10317.0000 A710 20 Street_7 Avenue_12 300 N 
10328.0000 A711 20 Avenue_14 Avenue_15 300 N 
10341.0000 A712 20 Avenue_15 Avenue_19 300 N 
10351.0000 A713 20 Avenue_15 Avenue_17 300 N 
10364.0000 A714 20 DENVpatients_0 Avenue_19 300 N 
10380.0000 A715 20 Avenue_14 Avenue_16 300 N 
10397.0000 A716 20 Avenue_12 Street_7 300 N 
10416.0000 A717 20 Street_10 Street_3 300 N 
10432.0000 A718 20 Street_10 Street_8 300 N 
10448.0000 A719 20 Street_10 Street_5 300 N 
10462.0000 A720 20 Avenue_12 Street_7 300 N 
10472.0000 A721 20 Street_3 Avenue_17 300 N 
10482.0000 A722 20 Street_2 Avenue_14 300 N 
10499.0000 A723 20 Street_1 Avenue_16 300 N 
10515.0000 A724 20 Street_10 Street_6 300 N 
10526.0000 A725 20 Avenue_12 Hospital_21 300 N 
10545.0000 A726 20 Avenue_12 Avenue_18 300 N 
10561.0000 A727 20 Street_10 Street_9 300 N 
10577.0000 A728 20 DENVpatients_0 Avenue_12 300 N 
10592.0000 A729 20 Avenue_20 Street_10 300 N 
10605.0000 A730 20 Avenue_12 Avenue_11 300 N 
10615.0000 A731 20 Hospital_21 Street_1 300 N 
10633.0000 A732 20 Street_1 Avenue_19 300 N 
10652.0000 A733 20 Street_10 Street_8 300 N 
10666.0000 A734 20 Street_4 Avenue_17 300 N 
10679.0000 A735 20 Avenue_17 Avenue_19 300 N 
10689.0000 A736 20 Avenue_11 Street_1 300 N 
10707.0000 A737 20 Street_10 Avenue_14 300 N 
10726.0000 A738 20 Street_3 Street_10 300 N 
10745.0000 A739 20 Avenue_20 Street_4 300 N 
10764.0000 A740 20 Street_3 Avenue_14 300 N 
10780.0000 A741 20 Hospital_21 Street_1 300 N 
10799.0000 A742 20 Street_1 Avenue_12 300 N 
10818.0000 A743 20 Street_2 Avenue_16 300 N 
10828.0000 A744 20 Street_4 Avenue_12 300 N 
10839.0000 A745 20 Avenue_13 Avenue_16 300 N 
10852.0000 A746 20 Street_1 Street_7 300 N 
10871.0000 A747 20 Avenue_12 Street_9 300 N 
10883.0000 A748 20 Avenue_20 Avenue_18 300 N 
10899.0000 A749 20 Hospital_21 Avenue_16 300 N 
10915.0000 A750 20 Street_2 Street_4 300 N 
10933.0000 A751 20 Street_10 Hospital_21 300 N 
10949.0000 A752 20 DENVpatients_0 Avenue_14 300 N 
10966.0000 A753 20 Street_5 Street_6 300 N 
10983.0000 A754 20 Street_9 Avenue_17 300 N 
11000.0000 A755 20 Avenue_11 Avenue_17 300 N 
11011.0000 A756 20 Street_9 Avenue_11 300 N 
11026.0000 A757 20 Avenue_19 Street_4 300 N 
11038.0000 A758 20 Avenue_19 Street_7 300 N 
11054.0000 A759 20 Avenue_12 Street_10 300 N 
11065.0000 A760 20 Street_3 Avenue_16 300 N 
11077.0000 A761 20 Street_9 Hospital_21 300 N 
11091.0000 A762 20 Street_5 Avenue_19 300 N 
11105.0000 A763 20 Avenue_17 Street_2 300 N 
11119.0000 A764 20 Hospital_21 Avenue_12 300 N 
11134.0000 A765 20 Avenue_19 Avenue_13 300 N 
11145.0000 A766 20 Street_6 Street_2 300 N 
11160.0000 A767 20 Street_10 Avenue_17 300 N 
11171.0000 A768 20 Avenue_18 Street_4 300 N 
11181.0000 A769 20 Street_3 Street_2 300 N 
11192.0000 A770 20 Street_8 Street_9 300 N 
11207.0000 A771 20 Street_10 Street_2 300 N 
11217.0000 A772 20 DENVpatients_0 Avenue_20 300 N 
11232.0000 A773 20 Avenue_15 Street_5 300 N 
11247.0000 A774 20 Street_3 Street_5 300 N 
11265.0000 A775 20 Avenue_13 Street_9 300 N 
11278.0000 A776 20 Avenue_16 Avenue_18 300 N 
11297.0000 A777 20 Street_9 Street_4 300 N 
11310.0000 A778 20 Avenue_18 Street_7 300 N 
11322.0000 A779 20 Street_1 Avenue_18 300 N 
11341.0000 A780 20 Street_10 Street_6 300 N 
11358.0000 A781 20 Street_4 Avenue_17 300 N 
11374.0000 A782 20 Street_7 Street_4 300 N 
11389.0000 A783 20 Street_4 Avenue_11 300 N 
11408.0000 A784 20 Street_4 Street_8 300 N 
11426.0000 A785 20 Avenue_16 Street_5 300 N 
11440.0000 A786 20 Street_7 Street_4 300 N 
11454.0000 A787 20 Avenue_19 Street_2 300 N 
11470.0000 A788 20 Street_8 Avenue_14 300 N 
11489.0000 A789 20 Street_4 Avenue_17 300 N 
11507.0000 A790 20 Street_7 Avenue_13 300 N 
11519.0000 A791 20 Avenue_20 Street_8 300 N 
11533.0000 A792 20 Hospital_21 Avenue_13 300 N 
11552.0000 A793 20 Street_6 Street_4 300 N 
11571.0000 A794 20 DENVpatients_0 Avenue_19 300 N 
11582.0000 A795 20 Avenue_19 Avenue_14 300 N 
11593.0000 A796 20 Street_3 Avenue_20 300 N 
11608.0000 A797 20 Street_7 Avenue_15 300 N 
11625.0000 A798 20 Avenue_13 Street_6 300 N 
11639.0000 A799 20 Street_6 Avenue_15 300 N 
11656.0000 A800 20 Street_4 Avenue_19 300 N 
11674.0000 A801 20 Avenue_15 Street_9 300 N 
11689.0000 A802 20 Avenue_14 Avenue_16 300 N 
11701.0000 A803 20 DENVpatients_0 Street_4 300 N 
11715.0000 A804 20 Street_1 Street_5 300 N 
11729.0000 A805 20 Avenue_20 Avenue_16 300 N 
11739.0000 A806 20 DENVpatients_0 Street_7 300 N 
11749.0000 A807 20 Street_9 Street_3 300 N 
11759.0000 A808 20 Street_7 Street_3 300 N 
11775.0000 A809 20 Avenue_11 Street_10 300 N 
11793.0000 A810 20 Street_1 Avenue_16 300 N 
11809.0000 A811 20 Street_5 Street_1 300 N 
11819.0000 A812 20 Avenue_11 DENVpatients_0 300 N 
11834.0000 A813 20 Hospital_21 Street_9 300 N 
11852.0000 A814 20 Avenue_16 Street_2 300 N 
11871.0000 A815 20 Street_10 Avenue_15 300 N 
11883.0000 A816 20 Street_7 Avenue_14 300 N 
11901.0000 A817 20 Avenue_20 Street_7 300 N 
11913.0000 A818 20 Street_5 Avenue_15 300 N 
11929.0000 A819 20 Avenue_19 Hospital_21 300 N 
11940.0000 A820 20 Avenue_16 Street_10 300 N 
11955.0000 A821 20 Avenue_19 Street_1 300 N 
11967.0000 A822 20 Avenue_18 Street_4 300 N 
11986.0000 A823 20 Avenue_16 Avenue_19 300 N 
12005.0000 A824 20 Street_8 Avenue_11 300 N 
12016.0000 A825 20 Avenue_11 Street_7 300 N 
12035.0000 A826 20 Avenue_17 Street_7 300 N 
12051.0000 A827 20 Street_8 Street_6 300 N 
12068.0000 A828 20 Street_6 Street_5 300 N 
12086.0000 A829 20 Street_10 Avenue_14 300 N 
12105.0000 A830 20 Avenue_14 Avenue_15 300 N 
12115.0000 A831 20 Avenue_11 Street_4 300 N 
12126.0000 A832 20 Avenue_19 Street_1 300 N 
12145.0000 A833 20 DENVpatients_0 Street_1 300 N 
12156.0000 A834 20 Street_6 Avenue_18 300 N 
12170.0000 A835 20 DENVpatients_0 Avenue_16 300 N 
12181.0000 A836 20 Avenue_11 Street_10 300 N 
12197.0000 A837 20 Avenue_11 Hospital_21 300 N 
12210.0000 A838 20 Street_5 Avenue_20 300 N 
12228.0000 A839 20 Street_4 Avenue_16 300 N 
12245.0000 A840 20 Street_7 Street_1 300 N 
12263.0000 A841 20 Street_6 Street_7 300 N 
12274.0000 A842 20 Street_5 Hospital_21 300 N 
12293.0000 A843 20 Avenue_18 Avenue_14 300 N 
12308.0000 A844 20 Street_7 Street_4 300 N 
12325.0000 A845 20 Street_9 Avenue_12 300 N 
12340.0000 A846 20 Street_7 Avenue_18 300 N 
12353.0000 A847 20 Street_6 Avenue_11 300 N 
12365.0000 A848 20 Avenue_16 Street_8 300 N 
12376.0000 A849 20 Street_4 Street_6 300 N 
12394.0000 A850 20 Street_8 Avenue_13 300 N 
12409.0000 A851 20 Street_3 Avenue_20 300 N 
12426.0000 A852 20 Street_10 Avenue_15 300 N 
12437.0000 A853 20 Avenue_16 Avenue_20 300 N 
12447.0000 A854 20 Avenue_13 Street_9 300 N 
12458.0000 A855 20 Street_10 Street_9 300 N 
12470.0000 A856 20 Avenue_11 Street_10 300 N 
12485.0000 A857 20 Avenue_13 Street_5 300 N 
12495.0000 A858 20 Avenue_20 Hospital_21 300 N 
12510.0000 A859 20 Hospital_21 Street_5 300 N 
12529.0000 A860 20 Hospital_21 Avenue_15 300 N 
12539.0000 A861 20 Avenue_17 DENVpatients_0 300 N 
12558.0000 A862 20 Avenue_13 Street_6 300 N 
12568.0000 A863 20 Street_7 Street_2 300 N 
12587.0000 A864 20 Avenue_19 Street_5 300 N 
12599.0000 A865 20 Avenue_13 Avenue_17 300 N 
12617.0000 A866 20 Street_10 Street_7 300 N 
12635.0000 A867 20 Avenue_11 Avenue_17 300 N 
12648.0000 A868 20 Street_7 Street_10 300 N 
12664.0000 A869 20 Avenue_17 Avenue_16 300 N 
12675.0000 A870 20 Avenue_20 Avenue_19 300 N 
12689.0000 A871 20 Avenue_17 Avenue_11 300 N 
12701.0000 A872 20 Street_3 Avenue_16 300 N 
12713.0000 A873 20 Street_1 Avenue_15 300 N 
12725.0000 A874 20 Avenue_13 Street_3 300 N 
12737.0000 A875 20 Avenue_17 Street_4 300 N 
12752.0000 A876 20 Avenue_12 Avenue_16 300 N 
12762.0000 A877 20 Avenue_20 Street_9 300 N 
12780.0000 A878 20 Avenue_12 Street_10 300 N 
12796.0000 A879 20 Avenue_12 Hospital_21 300 N 
12808.0000 A880 20 Avenue_16 Street_2 300 N 
12823.0000 A881 20 Avenue_12 Avenue_20 300 N 
12836.0000 A882 20 Avenue_18 Avenue_20 300 N 
12851.0000 A883 20 DENVpatients_0 Street_9 300 N 
12869.0000 A884 20 Avenue_11 Street_5 300 N 
12881.0000 A885 20 Street_6 Hospital_21 300 N 
12893.0000 A886 20 Avenue_12 Avenue_13 300 N 
12912.0000 A887 20 Street_7 Avenue_16 300 N 
12930.0000 A888 20 Avenue_11 Street_6 300 N 
12940.0000 A889 20 Street_2 Avenue_18 300 N 
12953.0000 A890 20 Street_4 Avenue_18 300 N 
12966.0000 A891 20 Avenue_19 Avenue_17 300 N 
12983.0000 A892 20 Avenue_20 Avenue_18 300 N 
13001.0000 A893 20 Avenue_15 Avenue_14 300 N 
13013.0000 A894 20 Street_1 Street_2 300 N 
13031.0000 A895 20 Avenue_15 Street_1 300 N 
13050.0000 A896 20 Street_1 Street_3 300 N 
13062.0000 A897 20 Street_6 DENVpatients_0 300 N 
13081.0000 A898 20 Avenue_12 Hospital_21 300 N 
13100.0000 A899 20 Avenue_16 Avenue_15 300 N 
13117.0000 A900 20 Street_6 Street_9 300 N 
13127.0000 A901 20 Street_7 Avenue_16 300 N 
13142.0000 A902 20 Avenue_16 Street_1 300 N 
13155.0000 A903 20 Street_9 Street_2 300 N 
13169.0000 A904 20 Avenue_20 Street_6 300 N 
13188.0000 A905 20 Street_2 Avenue_14 300 N 
13205.0000 A906 20 Street_3 Avenue_17 300 N 
13215.0000 A907 20 Street_3 Street_5 300 N 
13232.0000 A908 20 Street_10 DENVpatients_0 300 N 
13242.0000 A909 20 Street_4 Avenue_18 300 N 
13260.0000 A910 20 Avenue_18 Street_5 300 N 
13271.0000 A911 20 Avenue_20 Street_7 300 N 
13290.0000 A912 20 DENVpatients_0 Avenue_14 300 N 
13303.0000 A913 20 Avenue_12 Street_5 300 N 
13321.0000 A914 20 Street_7 Avenue_20 300 N 
13339.0000 A915 20 DENVpatients_0 Hospital_21 300 N 
13351.0000 A916 20 Hospital_21 Street_6 300 N 
13367.0000 A917 20 Avenue_14 Avenue_18 300 N 
13377.0000 A918 20 Street_10 Hospital_21 300 N 
13390.0000 A919 20 Avenue_14 Street_5 300 N 
13404.0000 A920 20 Street_7 Street_3 300 N 
13420.0000 A921 20 Avenue_19 Avenue_13 300 N 
13439.0000 A922 20 Street_5 DENVpatients_0 300 N 
13456.0000 A923 20 Street_5 Street_6 300 N 
13475.0000 A924 20 Street_5 Street_4 300 N 
13485.0000 A925 20 Avenue_20 Avenue_16 300 N 
13497.0000 A926 20 Street_7 Street_4 300 N 
13510.0000 A927 20 Street_8 Street_7 300 N 
13528.0000 A928 20 Avenue_14 Street_5 300 N 
13539.0000 A929 20 Avenue_18 DENVpatients_0 300 N 
13558.0000 A930 20 Street_3 Avenue_18 300 N 
13573.0000 A931 20 Street_9 Avenue_15 300 N 
13584.0000 A932 20 Street_9 Street_1 300 N 
13596.0000 A933 20 Avenue_20 Street_10 300 N 
13607.0000 A934 20 Hospital_21 Avenue_18 300 N 
13619.0000 A935 20 Street_2 Street_3 300 N 
13633.0000 A936 20 Street_2 Street_4 300 N 
13651.0000 A937 20 Avenue_19 Street_6 300 N 
13668.0000 A938 20 Avenue_20 Street_8 300 N 
13685.0000 A939 20 Avenue_12 Street_8 300 N 
13699.0000 A940 20 Avenue_16 Avenue_19 300 N 
13716.0000 A941 20 Avenue_18 Street_6 300 N 
13728.0000 A942 20 Street_2 Street_1 300 N 
13744.0000 A943 20 Street_8 Street_2 300 N 
13757.0000 A944 20 DENVpatients_0 Avenue_13 300 N 
13767.0000 A945 20 Avenue_11 Street_8 300 N 
13777.0000 A946 20 Hospital_21 Avenue_17 300 N 
13793.0000 A947 20 Street_7 Street_8 300 N 
13803.0000 A948 20 Street_8 Avenue_11 300 N 
13815.0000 A949 20 Avenue_19 Avenue_17 300 N 
13826.0000 A950 20 Street_7 Street_8 300 N 
13838.0000 A951 20 Avenue_12 Hospital_21 300 N 
13851.0000 A952 20 Avenue_20 DENVpatients_0 300 N 
13866.0000 A953 20 Street_8 Street_5 300 N 
13885.0000 A954 20 Avenue_17 DENVpatients_0 300 N 
13898.0000 A955 20 Avenue_12 Avenue_20 300 N 
13914.0000 A956 20 Avenue_12 Avenue_19 300 N 
13933.0000 A957 20 Avenue_15 Street_10 300 N 
13945.0000 A958 20 Avenue_18 Street_3 300 N 
13959.0000 A959 20 Avenue_13 Street_1 300 N 
13974.0000 A960 20 Avenue_11 Avenue_14 300 N 
13984.0000 A961 20 Street_9 DENVpatients_0 300 N 
13996.0000 A962 20 Street_5 Street_4 300 N 
14013.0000 A963 20 Street_3 Street_6 300 N 
14032.0000 A964 20 Street_10 Avenue_16 300 N 
14047.0000 A965 20 Street_7 Street_9 300 N 
14065.0000 A966 20 Avenue_13 Hospital_21 300 N 
14075.0000 A967 20 Street_3 Street_10 300 N 
14087.0000 A968 20 Street_8 Street_10 300 N 
14101.0000 A969 20 Street_10 Street_4 300 N 
14119.0000 A970 20 Avenue_17 Avenue_12 300 N 
14133.0000 A971 20 Avenue_13 Avenue_15 300 N 
14152.0000 A972 20 Street_4 Avenue_19 300 N 
14169.0000 A973 20 Avenue_18 Avenue_15 300 N 
14186.0000 A974 20 Avenue_12 Street_2 300 N 
14196.0000 A975 20 Street_9 Street_6 300 N 
14212.0000 A976 20 Avenue_15 Street_6 300 N 
14228.0000 A977 20 Street_1 Avenue_19 300 N 
14238.0000 A978 20 Avenue_12 Avenue_17 300 N 
14253.0000 A979 20 Hospital_21 Street_5 300 N 
14265.0000 A980 20 Avenue_20 Avenue_14 300 N 
14281.0000 A981 20 Street_3 Hospital_21 300 N 
14294.0000 A982 20 Street_6 Avenue_16 300 N 
14312.0000 A983 20 Street_8 Street_7 300 N 
14322.0000 A984 20 Street_7 Street_3 300 N 
14337.0000 A985 20 Street_9 Street_10 300 N 
14355.0000 A986 20 DENVpatients_0 Avenue_13 300 N 
